4.5278,4.1816,3.997,3.8372,4.0151,4.022,4.0186,3.7522,3.6577,3.8683,3.9427,3.2807,3.0743,3.136,3.1582,3.0737,3.5711,3.4872,3.4126,3.764,4.0245,4.64,4.7454,4.4462,4.9335,4.5677,4.7138,4.7569,4.9447,4.9684,5.0493,4.7266,4.9025,4.4594,3.7782,3.6891,3.603,3.0651,2.6678,2.2814,1.8812,1.3038,0.92618,0.69095,0.65834,0.58627,0.92956,1.3381,1.4539,1.5795,1.5337,1.5782,1.4054,1.3895,1.2608,1.4854,1.0984,0.87495,0.78252,1.1882,1.1564,0.73249,0.15014,0,0,0.67349,1.1817,1.4976,1.8105,2.1994,2.5968,3.0395,3.2538,3.6157,3.4902,3.5561,3.4622,3.8031,3.3165,3.5047,3.8957,4.0595,4.1668,4.2493,4.3933,4.3784,4.3696,4.1515,4.062,4.2247,3.9631,4.5763,4.8241,5.4288,6.0006,5.9762
3.5919,3.701,3.8971,4.3693,4.4706,4.1058,3.4536,3.825,3.903,3.6505,3.5734,3.8326,4.4827,4.9971,4.7765,4.5476,4.5653,4.7131,4.6952,4.4773,4.601,4.5833,4.1108,4.1472,3.7956,4.2149,3.9172,4.0288,4.4516,4.3372,4.0431,3.84,3.827,4.0532,3.664,3.5568,3.6425,3.3511,3.2953,2.609,2.6175,2.4915,2.4111,2.464,1.883,2.1843,2.2507,2.4437,2.0924,1.8904,1.7418,0.80549,1.5126,1.7981,1.3727,0.45164,0.21307,0.091548,0,0,0.33204,1.1521,1.4616,1.6773,1.4395,1.1627,1.0942,1.2566,1.888,2.1285,2.4459,2.6992,3.049,3.0443,2.982,3.3718,3.4481,3.5055,3.6567,4.0202,4.1892,3.7662,4.0106,4.3685,4.3813,4.1091,3.4672,3.8087,4.5543,4.0642,3.9585,4.0941,3.7759,3.9742,4.3166,5.0102
4.2409,4.5096,4.0491,4.0123,4.1722,4.3045,4.2455,4.0789,3.5457,3.904,4.0484,4.2918,4.0308,4.0755,4.7351,4.8587,4.8017,4.7144,4.7761,4.8518,4.8695,4.9996,4.9269,4.891,4.9204,5.2962,5.4674,5.5074,5.5025,5.7816,5.5319,5.3656,5.0123,5.155,5.1896,5.0154,4.3959,4.4252,3.7771,3.0684,2.5941,2.342,2.417,1.557,1.4916,0,0,0,0,0,0,0.74905,0.92791,0.90607,2.256,2.6318,2.3928,2.3144,1.7829,1.3666,1.7437,1.7697,1.7733,1.5514,2.0558,2.4265,3.1116,3.0764,2.6406,2.7097,3.169,3.1966,3.6328,3.8409,3.8523,3.5211,3.8965,4.1004,4.4382,4.4858,4.5452,4.1802,4.0733,4.0505,4.1744,4.2411,4.4757,4.4289,4.3304,4.8127,5.1361,5.3462,5.8205,6.1491,6.2649,5.9706
3.4558,3.5571,3.4967,3.6967,3.5074,3.1049,3.0434,3.1477,3.0548,3.3182,3.2994,3.3977,3.2053,2.8247,2.8945,3.2001,3.2599,3.8848,4.3149,4.6055,4.6791,4.5554,4.8045,4.8567,4.7548,5.0651,5.2335,5.2475,4.7902,4.9084,5.1301,5.3853,5.3295,4.7815,4.9026,4.2892,4.6748,4.4259,3.451,3.0196,2.3762,1.7416,1.6539,1.3648,2.0316,1.4675,1.1521,1.0743,1.3192,1.4113,1.4109,1.7699,1.682,1.5156,1.724,1.9072,1.4143,1.4382,1.1911,1.0974,0.91808,0.8309,0.95347,0.92142,1.1734,0.92979,0.92709,1.4172,2.1707,2.0164,2.0027,2.458,2.9923,3.2378,3.4535,3.4304,3.7719,3.997,4.2998,4.0034,3.5981,4.1976,4.149,4.1465,4.2658,4.5527,4.8854,4.7968,4.3685,4.8416,5.1774,5.5585,5.577,5.7957,5.683,5.8335
3.8259,3.8474,3.9718,3.6618,3.1627,2.9013,3.4254,3.3515,3.7412,3.7218,3.8549,3.8454,3.6672,3.5504,3.6605,4.1326,4.3504,4.1363,3.7396,3.9255,3.7784,3.3542,4.0529,4.3365,4.7431,4.888,4.8783,4.873,5.2974,5.1451,4.8372,4.7696,5.0034,4.2257,3.9888,3.8645,3.8602,3.3271,2.8653,2.4926,1.9973,2.2947,2.2075,1.967,2.0868,1.8407,1.6522,1.382,1.4769,1.4249,1.3189,1.3519,1.2748,1.1641,1.4575,1.6609,1.0596,1.2131,1.6254,1.6609,1.7351,1.8416,1.9524,2.1364,2.1298,2.1968,2.0748,2.0642,2.1845,2.2869,2.3995,2.3041,2.898,3.1386,3.2389,3.4219,3.5233,3.7445,3.7885,3.6731,3.7735,4.0104,4.2231,4.174,4.1302,4.2841,4.2834,4.1996,4.533,4.5911,4.5041,4.8665,4.8275,4.9031,5.0157,5.1248
4.1617,4.2413,3.8922,3.7113,3.298,3.6839,3.8526,3.9476,4.1188,3.912,3.6377,3.6862,3.9937,3.8271,4.1233,4.1808,4.0896,4.0888,3.7787,3.9495,4.16,3.8867,3.8191,4.2275,4.4966,4.4759,4.6727,4.792,4.7438,4.4044,4.4726,4.6732,4.8142,4.6731,4.6944,4.4168,4.1217,3.6949,3.6388,3.1545,2.6745,1.9372,1.2342,0.75739,1.1387,1.4106,1.3543,1.4206,1.7812,1.8846,1.8728,1.5989,1.6411,1.556,1.3463,1.0695,0.72069,0.8841,1.1173,1.3693,1.5921,1.7682,1.8892,1.9084,2.0049,2.098,2.1501,2.2051,2.603,2.5987,2.4654,2.7004,2.8885,3.0851,3.3597,3.5278,3.5559,3.7501,3.5197,3.8197,4.0071,4.2399,4.3583,4.3226,4.4631,4.5525,4.7714,5.086,5.2315,5.0961,5.2752,5.1805,4.8914,4.3642,4.5654,4.8104
4.0554,3.8649,3.9889,4.0252,4.3824,4.5145,4.5256,3.7684,3.5423,3.6992,3.728,3.775,3.7688,3.7411,3.9275,3.9438,3.8322,4.4233,4.865,4.7656,4.7498,5.3367,5.4135,5.0928,5.3626,5.2637,5.3732,5.1158,5.4683,5.5739,5.476,5.1023,4.6012,4.5432,3.9805,3.4625,2.9085,3.0863,2.6287,2.4846,2.7064,2.4919,1.9778,1.6848,1.4447,1.4262,1.1566,0.44202,0.26174,0.032787,0.10568,0.36466,0,0,0,0.17132,0.011655,0.25635,0.7668,0.32652,0,0,0,0,0,0.25076,1.0012,1.1521,1.6535,2.5503,2.5248,2.5922,2.4778,2.3174,2.3681,2.3655,2.6728,2.4931,2.9669,3.1747,3.5073,3.4325,3.524,3.683,3.9335,4.1536,4.5448,4.5876,4.8372,5.0608,5.1531,5.1354,4.9834,5.0179,5.087,5.1241
3.9166,3.483,3.1481,3.2728,3.539,3.6128,3.9092,4.0481,4.1428,4.1948,4.6599,4.5124,4.2965,4.2731,4.2791,3.996,4.1193,4.2309,4.2332,4.3379,4.4902,4.4073,4.5116,4.7692,4.9977,4.887,4.9657,4.9472,4.977,5.0571,5.1194,5.0048,4.035,3.7631,3.6169,3.4521,3.3178,3.2543,3.3349,2.9659,2.4069,2.6318,0.98329,0,1.3886,0.729,0.74312,0.86965,1.0149,0.81561,1.3246,0.92192,0.9022,0.72692,1.4353,2.0501,2.0815,1.8637,1.6207,1.4108,0.21319,0.56354,0.38537,0.14949,1.417,0.81777,0.66373,0.99122,1.8493,2.3684,3.1341,3.4236,3.3354,3.3231,3.3589,3.4079,3.5951,3.7736,3.8611,3.8274,4.15,4.2985,4.1264,4.206,4.1754,4.4222,4.458,4.7619,4.2102,4.1761,4.2763,4.2756,4.5679,4.9634,5.1871,5.1557
2.4733,3.0196,3.5372,3.4464,3.6347,3.598,3.6989,3.7894,3.8647,3.7041,3.7796,3.7519,3.9606,3.9016,3.7885,3.7274,3.5823,3.4172,3.6428,3.9244,3.7734,3.982,4.4372,4.5371,4.542,4.9101,4.8591,4.7041,4.5784,4.6438,4.6984,4.8184,4.9867,4.809,5.0478,4.8482,4.7499,4.3007,3.7913,3.2369,3.036,2.7541,2.5753,2.3888,2.2919,2.0952,2.1477,1.8686,1.4686,1.1969,1.0772,1.2213,1.1138,1.2405,1.6106,1.6518,1.2198,1.2664,1.327,1.334,1.2639,1.1911,1.019,1.0453,1.0859,1.4294,1.9887,2.119,2.2931,2.5764,2.6992,2.6848,3.3334,3.3263,3.3267,3.4208,3.7165,3.6152,3.6404,3.7283,3.9024,3.9527,3.7904,3.559,3.65,3.8605,4.0375,4.014,4.6528,5.0002,5.1162,5.3715,4.9372,4.9934,4.8629,5.2853
3.6263,3.6536,3.7507,4.0337,3.9146,3.422,3.4027,3.7072,3.8627,4.1597,3.7365,3.5844,3.7477,4.0566,3.8177,3.7657,4.0954,3.8629,4.4146,4.58,4.6417,4.9063,5.2133,5.1719,4.6935,4.7524,4.5438,4.8354,4.7396,4.7448,4.926,4.6961,4.9095,4.6543,4.3225,4.0641,3.7743,3.2455,2.6127,2.2076,1.5403,1.1134,1.4423,1.1738,1.3584,1.3335,1.1981,1.168,1.4058,1.3746,1.1461,1.2458,1.1604,1.234,1.2396,1.214,0.77316,0.91136,1.0635,1.3144,1.6613,1.7438,2.1041,2.4989,2.3373,2.7589,2.7844,3.0735,2.9518,3.0108,2.9167,2.9751,3.2509,3.3458,3.5817,3.7597,3.8876,3.7857,3.9784,4.1267,3.8608,3.87,4.1452,4.1549,4.5101,4.1422,3.8731,3.9939,4.2068,4.2775,4.2513,4.471,4.4896,4.5738,4.6393,4.8478
3.7097,3.7057,3.8643,3.682,3.6781,3.7382,3.6852,3.9046,4.1948,4.2531,4.1646,4.1363,3.9569,3.868,3.8517,4.0728,4.0676,4.154,4.0722,3.9396,3.9309,4.1564,4.2075,4.4807,4.7349,4.7064,4.9488,4.9153,5.0402,4.9529,5.1347,5.0743,5.0951,4.6195,4.286,3.8918,3.8541,3.3731,3.0979,2.0365,1.5383,1.6811,2.1502,2.213,1.7567,1.5616,1.2892,1.1289,0.85266,0.71147,0.55,0.49387,0.56841,0.68193,0.61369,0.56553,0.29968,0.30399,0.39677,0.48432,0.8747,1.104,1.5817,1.7613,2.0637,2.4104,2.4792,2.2745,2.1971,2.1913,2.2071,1.9943,2.5765,2.9284,3.2659,3.2924,3.5804,3.7518,3.5398,3.6458,3.8118,3.936,4.267,4.349,4.2686,4.3678,4.5255,4.2527,4.2624,4.2585,4.4952,4.1716,4.0782,4.3811,4.5729,4.6833
4.1767,3.7966,4.1314,3.9753,4.1052,4.0029,3.7013,3.6523,3.604,3.34,3.4647,3.8098,3.9183,3.9473,3.8473,4.0674,3.9518,3.703,3.5475,3.6065,3.9625,4.1064,4.2322,4.2289,4.649,4.643,5.0146,5.1832,5.2753,5.1018,4.8215,4.5551,4.5064,4.4849,4.0339,3.6609,3.1682,3.2476,2.9857,3.1906,3.1509,2.6566,2.1948,1.5941,1.534,1.3286,1.0384,0.67777,0.54282,0.41491,0.78441,1.0052,0.67729,0.78141,1.7045,1.9883,2.0914,2.3183,2.1899,2.1201,1.4988,0.98252,1.3593,1.2605,1.3283,1.0039,1.0823,1.5986,1.9424,2.0321,2.6474,2.6657,3.0928,3.2326,3.5031,3.4904,3.8692,3.9608,4.094,3.9165,3.894,4.0548,4.1323,4.2546,4.4867,4.5597,4.5967,4.7875,4.2978,4.4017,4.4909,4.2079,4.1759,4.1626,4.4573,4.7055
4.1445,4.0662,3.8873,3.8486,3.6375,4.0842,4.2229,4.0396,3.991,4.0559,3.9897,4.1558,4.4116,4.7261,4.5192,4.7053,4.6616,4.9126,4.8455,4.898,4.4081,4.4576,4.4279,4.0514,4.4073,4.59,4.7371,4.8058,4.8101,4.9723,4.6534,4.4691,4.3697,4.3562,4.1481,4.4955,4.3988,4.1313,4.177,3.2489,1.7186,1.888,1.6264,1.6772,1.8436,1.8902,1.8736,2.0967,1.8942,1.9538,1.9449,1.6125,1.9122,1.8556,1.0899,1.3692,0.53469,0,0,0,0,0,0,0,0,0,0.60171,1.1589,1.8461,2.2224,2.9134,3.5367,3.7902,3.8163,3.8359,3.6621,3.6918,3.7709,3.9162,3.7964,4.2096,4.134,4.222,4.3457,4.4025,4.5073,4.9917,4.9923,4.7107,5.1199,5.0668,5.4629,5.0501,5.642,5.6079,5.8532
4.4582,4.3621,4.033,3.8567,3.9807,4.1465,3.9074,3.8041,3.5778,3.1503,3.1054,2.9968,3.0947,3.408,3.4299,3.3688,3.889,3.9771,3.9409,4.0161,4.3009,4.138,4.2146,4.6753,4.9534,4.833,4.7156,4.9194,4.7756,4.9323,4.9515,4.6297,4.3208,4.3463,4.6949,4.4203,3.8412,3.4198,3.1625,2.6453,1.6493,1.3814,1.2935,1.0351,1.4524,1.8811,1.7355,1.5387,1.3733,1.4055,1.3336,1.2501,1.2579,1.3613,1.3001,1.1119,0.64112,0.57947,0.82241,0.87005,1.6675,2.0653,1.8418,1.8513,1.5493,1.469,2.0077,2.125,2.3488,2.5068,2.5405,2.82,2.6887,2.7406,2.8712,3.0927,3.1873,2.8946,3.0884,3.6421,3.5199,3.6811,3.7437,3.6959,3.6022,3.7776,3.9192,3.6035,4.2159,4.2497,4.4507,4.7735,4.5628,4.3079,4.4953,4.5921
3.1219,2.9469,2.8893,3.0118,2.8872,2.8728,2.9399,3.3638,3.6217,3.8245,3.8729,3.571,3.1145,3.1674,3.3556,3.2297,3.4502,3.5211,3.7945,3.5416,4.0995,4.3372,4.663,4.7974,4.8263,4.9591,4.7634,4.6882,4.8049,4.6486,5.0424,4.9537,4.6607,4.4199,4.2504,3.6659,3.8591,3.1537,2.7525,2.5982,1.9567,1.7753,1.7072,1.698,1.7903,1.6547,1.679,1.5839,1.5982,1.5174,1.416,1.3983,1.5271,1.5077,1.3679,1.1052,0.58098,0.59017,0.83308,0.82064,1.2366,1.3092,1.1845,1.4828,1.4973,1.5878,1.8353,2.0588,2.4218,2.5023,2.403,2.4636,2.5595,2.9315,2.73,3.061,3.1864,3.1486,3.3218,3.575,3.6931,3.5496,3.9118,4.0601,4.0065,4.1945,4.0349,3.9867,4.5276,4.7214,4.621,4.9838,4.9806,4.9089,5.089,5.2778
4.1757,4.2364,4.4168,4.4202,4.1757,3.955,4.0422,4.1541,3.6746,3.7191,3.8252,3.8593,3.8949,3.913,3.7532,3.9929,4.0103,4.1013,4.2297,4.4597,4.4191,4.385,4.5242,4.6841,4.8349,5.0084,4.9786,5.0158,5.3115,5.5119,5.5113,5.2941,4.5532,4.2444,4.321,3.839,4.3019,3.7386,3.3655,3.1804,2.6083,2.1928,1.8735,1.5955,1.6299,1.5944,1.2016,1.0223,1.5303,1.6323,1.5839,1.6405,1.5161,1.4972,1.5557,1.6846,1.3365,1.3702,1.4552,1.6444,1.6262,1.1342,0.56407,0.73189,0.93798,0.82832,1.1207,1.4915,1.8555,2.2635,2.4302,3.0192,3.2087,3.1819,3.0376,3.0281,3.285,3.4611,3.7511,3.7881,3.7202,3.9861,3.9681,4.0283,4.2041,4.2608,4.3315,4.2989,4.6433,4.6466,4.7039,4.5551,3.9741,4.3624,5.0134,5.7824
3.8589,3.9819,3.8849,3.966,4.2294,4.4628,4.4381,4.2289,4.3171,4.6015,4.6938,4.3127,4.3799,4.1327,4.2331,4.1232,4.5685,4.661,4.6206,4.3688,4.4641,4.5758,4.5111,4.4273,4.6114,4.8176,5.0561,5.0163,5.1728,5.0253,4.85,4.5359,4.7207,4.7591,4.6816,4.4198,3.1249,2.8893,2.5605,2.8816,2.652,2.1719,2.1281,1.68,1.807,2.0329,2.0663,1.1854,0.82194,0.6645,0.4469,0.38935,0.49593,0.50112,0.53948,0.43992,0.34961,0.28212,0.52724,0.84561,1.0639,1.4826,1.7696,1.9256,2.0007,2.1216,1.9582,2.293,2.6739,2.7503,2.7358,2.6339,3.145,3.2236,3.6448,3.8086,4.0608,4.0949,4.1991,3.9184,4.0069,4.0508,3.9147,4.1062,4.3459,3.8598,3.9982,4.3726,4.4265,4.4952,4.4699,4.6092,4.9061,5.0925,5.1622,5.3047
4.4315,4.4915,4.4551,4.416,4.6293,4.457,4.0156,3.7701,3.8338,3.6918,3.6391,4.0162,4.1749,3.9006,3.9397,3.9964,4.153,4.2897,4.1513,4.152,4.0158,4.3178,4.571,4.9748,5.0639,4.9865,5.1046,4.9516,5.2743,5.4696,4.9642,4.7516,5.0541,5.005,4.7998,4.4784,3.9028,4.3902,4.2276,3.5206,3.0105,2.4273,2.0776,1.5594,1.3073,0.79205,0.61723,0.79608,0.42007,0.32441,0.44264,0.32797,0.44519,0.60449,0.71822,0.61834,0.56841,0.66631,0.81989,0.80691,1.0209,1.2556,1.5792,1.4672,2.1584,2.5005,2.6196,2.5183,2.5027,2.5013,2.536,2.5128,2.9699,3.0965,3.3726,3.3,3.5266,3.7987,3.872,3.8276,3.7767,4.1068,4.2971,4.3591,4.3591,4.3301,4.4871,4.9389,4.6987,4.6939,5.026,4.961,4.8003,4.9759,5.4021,5.2497
3.6452,3.6743,3.2485,3.2623,3.2405,3.5666,3.6374,3.6497,3.5893,3.8476,4.0744,4.2588,4.0875,4.1466,3.9054,4.0131,4.083,4.1318,4.2953,4.4995,4.5829,4.6965,4.8955,5.012,5.032,4.9184,4.872,4.9258,4.8329,5.0379,5.0758,4.982,4.8316,4.7604,4.0431,3.9208,4.0332,2.9769,1.1919,0,0,0.54293,0.067734,0,0,2.1234,2.1829,2.7102,2.2328,2.0701,1.9634,1.8538,1.6627,1.6871,1.6964,1.5646,1.1028,1.2075,1.1901,1.174,1.1496,1.2488,1.2195,1.0788,1.401,1.9132,2.7098,2.9628,0,0.02736,0.88072,1.1075,1.7115,2.5131,2.8531,3.4086,3.2609,3.4858,3.5331,3.8701,4.1974,4.1199,4.3417,4.3209,4.3567,4.818,5.0094,4.9437,5.0431,5.2447,5.4468,5.5829,5.2958,5.2848,5.2204,5.2983
3.9739,3.8824,4.0827,3.7079,3.802,3.439,3.1889,3.0998,3.42,3.3148,3.1978,3.279,3.2715,3.7944,4.0827,4.264,4.4076,4.579,4.7057,4.8082,5.1057,4.783,4.6241,4.7345,4.8199,4.8218,5.1456,5.362,5.0233,4.8165,5.081,5.3338,5.2573,5.1455,4.5229,4.2401,4.3058,2.7449,1.793,1.6069,1.8777,2.561,2.5587,2.728,2.5233,1.4857,1.3518,1.2729,1.0697,0.85736,0.96447,0.87425,1.1912,1.1359,1.3497,1.468,1.3266,1.2748,1.3751,1.3409,1.4163,1.5398,1.5539,1.4966,1.6007,1.6848,1.9543,1.7154,2.7379,2.9112,3.3275,3.5397,3.6207,3.4761,3.2126,3.2147,3.3667,3.4632,3.3262,3.3983,3.5061,3.7584,3.719,3.7776,3.9094,4.4115,4.5932,4.572,4.9963,4.972,4.4973,4.6125,4.6329,4.6983,4.3986,4.5838
3.7751,3.4611,3.5175,3.8191,3.8755,3.8286,3.9084,4.217,4.3538,4.1152,4.119,4.0589,4.201,4.052,4.4154,4.1099,3.5768,3.3052,3.5746,4.0075,4.2798,4.5566,4.6161,4.4225,4.4,4.8116,4.9924,4.95,5.0453,5.0485,4.932,4.856,4.7006,3.8382,3.3216,3.0088,3.27,1.6238,0.78954,0.34033,0.53693,1.1302,2.0665,2.1067,2.0961,1.3544,1.448,1.3004,1.5218,1.2779,1.0684,1.2499,1.8427,1.3464,1.4718,1.7557,1.4267,1.1658,0.73036,0.90053,1.2441,0.39759,0.1262,0.55681,0.33215,0,0,0,1.58,2.5303,2.7288,2.713,3.0462,3.3057,3.7625,3.7035,4.0739,3.978,4.1586,4.2007,4.3533,4.3171,4.2646,4.4864,4.5622,4.5937,4.8124,4.9547,4.9353,5.1699,5.305,5.2931,5.4887,5.5806,5.5408,5.8133
2.8192,2.9282,3.4274,3.6249,3.5878,3.5762,3.9326,3.7587,3.8275,3.8052,4.0128,4.0314,3.8298,3.9364,4.3134,4.4203,4.2461,4.2547,4.4854,3.8731,3.6363,3.7353,3.8009,4.0193,4.221,4.3345,4.6374,4.6641,4.4953,4.6664,4.2906,4.5329,4.4438,3.8933,3.6867,3.6635,3.3906,2.8008,2.0964,2.0432,1.8737,1.4112,1.3763,1.6308,1.773,1.6288,1.6889,1.5941,1.7248,1.6696,1.5528,1.6189,1.5073,1.408,1.4013,1.7616,0.78348,0.35957,0.39548,1.1629,1.5571,1.8441,1.9951,2.0842,1.8571,1.6864,1.8854,2.0602,2.2545,2.4539,2.6013,2.7843,3.2456,3.2652,3.3025,3.3654,3.5681,3.4457,3.6954,3.6831,3.5594,3.6355,3.6237,3.8586,3.8964,3.6291,3.5531,3.6851,3.743,3.9176,4.0831,4.075,3.3072,3.8047,4.5733,5.1689
3.9149,3.8858,3.5139,3.7016,3.7126,3.7939,3.7239,3.6755,3.8033,3.8816,3.8764,3.9144,3.8816,3.8772,3.7699,3.7792,3.9039,3.8914,3.9029,4.074,4.1118,4.1758,4.1282,4.3035,4.4431,4.5564,4.4411,4.4336,4.4927,4.5455,4.5394,4.4069,4.489,3.984,3.8983,3.4637,3.2043,2.9726,4.596,4.0461,3.2631,2.6119,2.0455,1.6147,1.7107,1.551,1.4376,1.4389,1.4488,1.4385,1.5926,1.5335,1.3528,1.5601,1.629,1.516,1.2882,1.5508,1.6775,0.89563,0.84284,0.77063,0.7716,0.83084,0.41888,0.59379,0.80928,1.1514,1.3337,1.3301,1.6361,2.2752,2.6438,2.8899,2.8633,3.1898,3.4098,3.5718,3.5467,3.779,3.9992,3.9269,3.9405,4.1319,4.168,4.0949,3.9502,4.1441,4.2453,4.2989,4.4128,5.0643,4.7507,4.9449,5.022,5.464
4.1423,4.1783,4.1381,4.1431,4.0531,4.2624,4.3333,4.8945,4.7668,4.9268,4.9088,4.7692,4.935,4.9373,4.9038,5.0939,5.6038,5.841,5.5636,5.6142,5.5735,5.6051,5.5998,5.7486,5.783,5.7151,5.7046,5.6842,5.7525,5.5519,5.5152,5.5796,5.351,5.4637,5.2615,4.5186,3.7427,3.1393,0.10154,0,0,0,0,0,0,0,0,0,0,0,0,0.20783,0,0.074159,0.2882,0.66881,1.2958,1.862,1.8099,1.9676,1.3658,1.5746,0.87102,0.45848,1.6181,2.1493,2.3084,2.256,2.2167,2.4191,2.6526,2.6516,2.9097,2.9909,3.0137,2.8314,3.0396,3.2368,3.5875,3.6613,3.6389,3.6466,3.8721,3.746,3.8432,3.9691,4.1125,4.1974,3.999,3.7655,3.9801,3.7413,3.4644,3.348,3.7007,4.2949
5.935,5.8885,5.9422,5.8162,5.8244,6.0557,6.164,6.304,6.0879,5.9972,5.765,5.7736,5.7444,5.8103,5.5949,5.8404,5.8662,5.8175,5.1105,4.8001,4.8079,4.8355,4.853,5.0161,5.1516,5.3626,5.616,5.6089,5.7835,6.067,6.0123,5.9603,6.051,5.8723,5.3995,5.3909,5.9096,5.958,5.087,3.7976,3.3655,3.1528,3.0114,2.0397,1.9155,1.8537,1.3402,1.1592,1.2862,1.2975,0.96173,0.16544,0.43821,1.3494,0.6689,0.64186,0.72343,1.1001,1.4572,0.98321,1.354,1.4494,1.708,1.8861,2.5777,2.7009,2.6397,3.073,2.8933,2.9577,3.2656,3.2012,3.2989,3.5631,3.5884,3.4687,3.5904,3.6098,3.8973,3.9614,4.0655,4.1873,4.3523,4.3912,4.5865,4.8276,5.1425,5.3329,5.4081,5.5764,5.9323,5.9504,5.877,6.3361,7.1167,7.8218
4.1927,4.2733,4.3518,4.1244,4.2572,4.0968,4.0752,3.4468,3.3788,3.3631,3.686,3.6051,3.2802,3.0432,3.1955,3.1636,3.2761,3.2246,3.7998,4.0601,4.124,4.3381,4.674,4.6849,4.4967,4.6363,4.6696,4.7106,4.746,4.7612,4.9389,4.6953,4.7632,4.7905,4.7222,2.8781,1.603,2.0524,0.61574,0,0.65688,1.8509,2.3654,2.6303,2.0825,2.4464,3.4677,5.3518,2.6213,2.7594,2.6226,2.0056,2.6948,1.54,2.6353,2.1036,1.7827,1.0474,0.83245,2.3271,2.8741,2.9059,3.5238,3.368,2.1227,2.7914,3.5849,3.0053,3.954,4.0808,4.1449,4.2956,4.3937,4.3556,4.5509,4.4072,4.3195,4.3788,4.5714,4.4777,4.5867,4.3816,4.5404,4.5563,4.6403,4.9788,5.1055,4.9274,5.1176,5.3263,5.095,4.9258,4.9069,5.3271,5.5044,5.2662
3.3875,3.4607,3.388,3.2978,3.1051,3.1988,2.8261,2.4554,2.425,2.5567,2.7293,2.8217,3.0181,3.1065,2.9427,2.9796,3.1997,3.2603,3.6068,3.9816,3.803,3.8931,3.9732,4.0225,4.1202,4.1229,3.9606,4.0464,4.2116,4.1933,4.4235,4.1305,4.0117,3.9653,3.822,3.7813,3.0103,3.3562,3.7376,3.5394,2.8418,2.2543,1.8092,1.6086,1.7891,1.6145,1.8938,1.7757,1.8241,1.7581,2.0638,2.3231,2.0197,1.4207,1.8827,1.8396,1.0646,0.94475,1.0449,1.2036,1.0983,1.1561,1.3166,1.4018,1.411,1.6826,2.2081,1.8229,0.71649,0.50777,0.96083,1.1371,1.8988,2.4032,2.6133,2.9405,3.2017,3.4758,3.4939,3.7315,3.8513,3.4483,3.3572,3.5144,3.5115,3.5961,3.6992,4.1271,4.3968,4.6197,4.734,4.8411,4.9098,4.8857,4.8991,4.7248
3.1059,2.9598,2.8177,3.2038,3.2214,2.9033,3.1868,3.0413,2.9656,3.1177,3.0965,3.2643,3.3243,3.5594,3.8889,4.1171,4.1901,4.524,5.0923,4.4723,4.6499,4.847,4.7972,4.7987,4.8162,4.954,4.8548,4.8483,4.8034,4.6887,4.6354,4.5256,4.2918,4.6263,4.0087,4.005,3.6349,2.1344,1.0136,1.1376,1.2802,0.71831,0,0,0,0,0,1.2463,1.1298,0.5443,0.33658,0.3046,0,0,0,0.15294,0,0,0,0,0,0.40312,0.91635,0.79165,0.85686,0.83276,1.1459,0.86013,1.8256,1.757,1.7195,2.3918,2.5058,2.5966,2.6701,2.8953,3.2213,3.277,3.2272,3.3613,3.5137,3.8073,3.6655,3.9094,3.9399,4.0447,3.6011,3.7723,4.1339,4.0119,4.0129,4.616,4.432,4.4467,4.2472,4.3993
3.4686,3.5317,3.4341,3.4801,3.8925,3.7002,3.6848,4.065,4.228,4.2688,4.1663,4.1149,4.3471,4.5413,4.5707,4.2648,4.0615,4.2687,4.1769,4.7114,4.6555,4.4778,4.5749,4.7098,4.9084,4.8331,4.866,5.097,5.3788,5.8116,5.4849,5.4442,5.1706,4.6721,4.228,4.168,3.6736,2.6236,2.1326,2.387,2.24,2.1909,1.7802,1.5021,1.6706,1.4561,1.2048,0.76694,0.74676,0.53248,0.55604,0.57175,0.67514,0.66075,0.68683,0.72345,0.40894,0.69798,0.92351,1.0717,1.1573,1.3901,1.5172,1.7355,1.5983,1.6087,1.1663,1.2933,1.6151,2.208,2.2826,2.6012,2.9147,2.8803,3.0119,3.2744,3.3665,3.4756,3.5,3.5297,3.6898,4.1921,4.1999,4.2113,4.4312,4.2042,4.0148,4.0057,4.199,4.4099,4.5924,4.8765,5.1017,5.328,5.6317,5.855
3.9154,4.1556,4.4151,4.2799,4.3674,4.5861,4.5719,4.4258,4.6717,4.7227,4.5726,4.7791,4.6207,4.7333,4.2903,4.4587,4.2573,4.2875,3.8082,3.876,3.9237,4.0652,4.3188,4.658,4.8341,4.4638,4.5052,4.8695,4.5329,4.7397,4.9356,4.9307,4.7062,4.1413,3.3933,3.3071,2.9781,2.9153,2.6127,2.7734,2.0298,1.3181,0.61894,0.89958,1.2882,1.3756,1.1466,1.1841,0.98116,0.76019,0.90614,0.82268,1.2066,1.3858,0.88089,1.3483,1.3275,1.3495,1.0528,1.9267,2.075,2.1732,2.1089,2.451,2.3823,2.3781,2.2875,2.5018,2.5219,2.5913,2.5506,2.8878,3.3501,3.3443,3.3191,3.5203,3.6362,3.7399,3.9285,4.0572,4.1593,4.3172,4.5153,4.6561,4.7376,4.6746,4.6365,5.0296,4.6842,4.7468,4.9464,5.2138,4.543,4.4582,4.8671,5.4964
